TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Spring 2024,SPAN,1501,19,15425,Elementary Spanish I,Serrano,Paloma A,5,8,2,0,2,0,2,2.785
Fall 2023,THEA,6294,01,15425,Design and Production Studio,Vlahos,Kalliope,2,0,1,0,0,0,0,3.333
Fall 2023,COSC,2436,03,15426,Programming and Data Structure,Biediger,Daniel Edward,20,37,22,6,9,0,22,2.557
Summer 2022,FINA,4397,02,15426,Selected Topics in Finance,Stewart,Marcus,4,4,0,0,0,0,0,3.459
Summer 2022,FINA,7397,01,15427,Selected Topics in Finance,Stewart,Marcus,5,5,0,0,0,0,0,3.500
Spring 2024,MANA,6383,1,15427,Strategic Managment,Carlin,Barbara A,4,4,0,0,0,0,0,3.500
Fall 2023,COSC,2436,05,15428,Programming and Data Structure,Rizk,Nouhad J,44,34,16,5,6,0,9,3.006
Fall 2024,TLIM,3350,20,15428,Emergency Management Principle,Freedkin,Aaron Samuel,28,10,0,0,0,0,0,3.563
Summer 2022,ECON,2301,1,15429,Principles of Macroeconomics,Clarke,Christopher Arthur,7,23,16,6,12,0,2,2.104
Spring 2024,INDE,6378,1,15429,Case Study in Applied Inde Erg,Irani,Shahrukh A,15,2,0,0,0,0,0,3.824
Spring 2023,PHLS,6391,02,15429,Counseling Methods &Techniques,Whitaker,Rachael Gwin,6,0,0,0,0,0,0,4.000
Fall 2023,COSC,2436,07,15430,Programming and Data Structure,Rizk,Nouhad J,39,31,13,8,8,0,15,2.822
Fall 2024,LAW,6233,01,15430,Internet Law,Raimer,Anna,7,11,0,0,0,2,0,3.407
Spring 2023,PHLS,6391,03,15430,Counseling Methods &Techniques,Whitaker,Rachael Gwin,7,0,0,0,0,0,0,4.000
Summer 2022,AAS,6311,1,15431,Afr-Amer Soc & Phil Fndtns,Edwards,Crystal Latanya,5,1,1,0,0,0,0,3.336
Fall 2023,ARTH,3301,01,15431,Critical Theory,Meza,Abinadi,7,3,3,1,0,0,1,3.166
Spring 2024,CHEM,7325,1,15431,Surface Science,Baldelli,Steve,10,2,0,0,0,0,0,3.668
Fall 2024,LAW,5267,01,15431,Tax Accounting,Gupta,Ajay,0,2,0,0,0,1,0,3.330
Fall 2023,ARTH,6301,01,15432,Critical Theory,Meza,Abinadi,1,1,0,0,0,0,0,3.500
Summer 2024,EDS,6397,02,15432,Selected Topics,Nwosu,Lucy,8,0,0,0,0,0,0,4.000
Fall 2024,LAW,6377,01,15432,Entertainment Law,Alonso,Yocel,14,10,3,0,0,8,0,3.383
Fall 2022,MUSA,6324,01,15432,Applied Violoncello,Kitai,Anthony T,2,0,0,0,0,0,0,4.000
Spring 2023,PHLS,6323,01,15432,Psychopathology,Lukingbeal,Patrick Livingston,24,0,0,0,0,0,0,3.945
Fall 2023,CIVE,3331,01,15433,Environmental Engineering,Louie,Stacey M,22,17,8,1,0,0,1,3.209
Fall 2024,LAW,7341,1,15433,WRS: Modern Corporation,Nelson,James D,3,5,0,0,0,0,0,3.416
Fall 2022,MUSA,8320,01,15433,Doctoral Applied Music,Dorough,Aralee,2,0,0,0,0,0,0,4.000
Summer 2022,SGNL,1301,2,15433,Elementary Sign Language I,Brittain,Terrell,2,3,1,2,0,0,0,2.378
Fall 2023,BIOE,4347,01,15434,Cell Biology for BME,Al-Ubaidi,Muayyad,6,3,5,0,0,0,0,3.095
Spring 2023,DIGM,3355,30,15434,Package Technology,De Vega,Jaime M,20,1,5,0,1,0,0,3.444
Summer 2024,ECE,3355,1,15434,Electronics,Meh Chu,Chu,8,5,0,0,0,0,0,3.641
Fall 2024,LAW,6376,01,15434,Intellectual Property Survey,Michaels,Andrew Charles,20,35,0,0,0,4,0,3.412
Fall 2022,MUSA,8320,03,15434,Doctoral Applied Music,Potiomkin,Alexander,1,0,0,0,0,0,0,4.000
Summer 2024,ECE,3155,1,15435,Electronics Laboratory,Meh Chu,Chu,9,0,0,0,0,0,0,4.000
Fall 2024,LAW,6369,01,15435,Legal Analysis and Writing,Nieuwveld,Lisa Bench,0,0,0,0,0,7,0,
Fall 2022,MUSA,8320,08,15435,Doctoral Applied Music,Morgulis,Tali,3,0,0,0,0,0,0,3.890
Spring 2024,WCL,2370,02,15435,Cultures of India,Tiwari,Bhavya,2,7,0,0,1,0,0,2.768
Summer 2024,ECE,3441,1,15436,Digital Logic Design,Sheth,Bhavin R,7,0,1,1,1,0,1,3.100
Fall 2022,MUSA,8320,09,15436,Doctoral Applied Music,Robinson,Daryl Allen,2,1,0,0,0,0,0,3.667
Spring 2024,WCL,3366,03,15436,Latin American and Latino Film,Ramirez,Marie Theresa,17,8,6,3,0,0,0,3.128
Summer 2022,AAS,2320,3,15437,Intro To African American Stdy,Boyce,Stephanie,27,2,1,0,2,0,2,3.646
Fall 2024,ARTH,3380,01,15437,17Th Century Dutch Art,Nevitt Jr,Hugh R,15,5,0,0,0,0,0,3.635
Spring 2024,INDS,1501,03,15437,Industrial Design Studio II,Jackson,Megan H,1,4,1,0,1,0,1,2.619
Fall 2023,PSYC,6308,01,15437,Foundations of Neuropsychology,Medina,Luis Daniel,1,2,0,0,0,0,1,3.443
Fall 2024,ARTH,6322,01,15438,17th Century Dutch Art,Nevitt Jr,Hugh R,5,0,0,0,0,0,0,4.000
Fall 2023,BIOL,6350,01,15438,Biomedical Sciences Practicum,Gifford,Jenifer,22,2,0,0,0,0,0,3.917
Spring 2023,CHEM,1312,5,15438,Fundamentals of Chemistry 2,Carrasquillo M,Edwin,5,17,29,13,38,0,32,1.382
Fall 2022,MUSA,8320,16,15438,Doctoral Applied Music,Wagner,Elise L,2,0,0,0,0,0,0,4.000
Fall 2023,BIOL,6351,01,15439,Integrative Anatomy & Physiol,Ogletree-Hughes,Monique L,10,11,1,0,0,0,0,3.409
Spring 2023,MATH,6359,01,15439,Appl. Stat. & Mult. Analysis,Poliak,Cathy Dawn,18,0,0,0,0,0,0,3.945
Fall 2024,NURS,4215,1,15439,Maternal Newborn Women Hlth,Ecby,Chanique,3,24,0,0,0,0,1,3.111
Fall 2022,ARTS,6381,01,15440,Writing Seminar,Williams,Matthew Joseph,11,5,0,0,0,0,0,3.523
Spring 2023,MATH,6373,01,15440,Deep Learning and Neural Nets,Azencott,Robert Guy,16,9,0,0,0,0,0,3.614
Fall 2023,MUSA,4430,01,15440,Applied Flute,Russell,Peggy,3,0,0,0,0,0,0,4.000
Fall 2024,NURS,4217,1,15440,Maternal Newborn Women Clin,Ecby,Chanique,12,15,0,0,0,0,1,3.444
Spring 2024,PETR,6326,01,15440,Applied Reservoir Simulation,Rietz,Dean C,3,2,6,0,0,0,0,2.607
Spring 2024,HON,2341,01,15441,Classics of Modernity,Barnes,Michael,10,0,0,0,0,0,0,3.934
Spring 2023,MATH,6315,30,15441,Masters Tutorial,Poliak,Cathy Dawn,3,0,0,0,0,0,0,4.000
Fall 2024,NURS,4316,1,15441,Medical Surgical Concepts,Edwards-Maddox,Shermel Vinese,0,27,0,1,0,0,1,2.929
Fall 2022,PHYS,3396,03,15441,Senior Research Project,Li,Liming,1,0,0,0,0,0,0,4.000
Fall 2023,TLIM,3300,30,15441,Leadership & Innovation Fund,Evans,Gerald S,31,2,1,0,1,0,1,3.611
Spring 2024,HON,2341,02,15442,Classics of Modernity,Barnes,Michael,11,1,0,0,0,0,1,3.944
Fall 2022,MUSI,7399,01,15442,Masters Thesis,Lee,Ji Yeon,0,0,0,0,0,1,0,
Fall 2024,NURS,4417,1,15442,Medical Surgical Clinical,Moore,Ryan,18,9,0,1,0,0,1,3.571
Spring 2023,PSYC,7345,01,15442,Psych Methods,Gallagher,Matthew Ward,5,2,0,0,0,0,0,3.809
Fall 2023,TLIM,3330,01,15442,Innovation Principles,Crawley,David L,8,2,7,1,0,0,1,2.798
Fall 2024,DIGM,2357,30,15443,Content Strategy & Development,Alters,Monika Joanna,35,24,5,0,1,0,3,3.400
Spring 2024,MATH,4322,01,15443,Data Science and Machine Learn,Poliak,Cathy Dawn,83,13,3,0,1,0,0,3.754
Fall 2023,MATH,6357,01,15443,Lin. Models & Des. Experiments,Wang,Wenshuang,28,0,0,0,0,0,2,3.953
Spring 2023,POLS,3312,01,15443,"Arguments, Data, Politics",Karimov,Samad,8,11,7,2,4,0,7,2.542
Spring 2023,POLS,3312,03,15444,"Arguments, Data, Politics",Raychaudhuri,Tanika,13,14,7,2,1,0,5,2.991
Fall 2024,POLS,6382,01,15444,Quantitative Methods III,Zhu,Ling,4,1,0,0,0,0,0,3.734
Fall 2023,MATH,4339,02,15445,Multivariate Statistics,Poliak,Cathy Dawn,20,9,0,1,0,0,1,3.556
Spring 2023,POLS,3345,01,15445,National Security Law,Abbott Jr,Kenneth Wayne,15,3,0,0,0,0,0,3.760
Summer 2022,HON,3397,01,15446,Honors Selected Topics,Galib,Christine,3,1,0,0,0,0,0,3.750
Spring 2024,MATH,1100,01,15446,Developmental Math,Leger,Nicholas M,0,0,0,0,0,69,11,
Spring 2023,POLS,3355,01,15446,Judicial Process,Tiede,Lydia B,9,8,3,0,2,0,3,2.985
Spring 2023,ARCH,6357,01,15447,Contemporary Theory,Kubo,Michael,21,5,0,0,0,0,0,3.782
Summer 2024,LAW,5355,1,15447,Oil and Gas,Wells,Douglas,2,2,0,0,0,1,0,3.583
Fall 2022,PHIL,1321,01,15447,Logic I,Loewenstein,Yael R,29,30,24,16,8,0,13,2.489
Fall 2024,ARLD,6370,01,15448,Intro to Museum Management,Cachia,Amanda,11,0,0,0,0,0,1,4.000
Fall 2022,ENGL,2305,1,15448,Intro To Fiction,Brooks,Stuart,17,2,0,1,4,0,2,3.084
Spring 2024,GEOL,7301,02,15448,Capstone Project,Van Nieuwenhuise,Donald S,4,1,0,0,0,0,0,3.734
Spring 2023,POLS,3311,04,15448,Intro Compar Politics,Aleman,Eduardo,13,15,4,7,2,0,2,2.716
Spring 2024,BCHS,4355,01,15449,Eukaryotic Gene Regulation,Schwartz,Robert J,10,2,0,0,0,0,0,3.833
Spring 2023,GERM,3350,01,15449,20Th C Thru German Culture,Kleinheider,Julia D,5,8,7,2,4,0,3,2.244
Fall 2022,ENGL,2315,1,15450,Literature and Film,Garcia,Sylvia A,23,6,0,1,0,0,0,3.579
Spring 2023,WCL,3366,02,15450,Latin American and Latino Film,Centeno,Daniel,9,10,3,1,1,0,0,3.000
Fall 2022,ARTS,4398,01,15451,Independent Study,Hecker,Rachel G,1,2,0,0,0,0,0,3.333
Spring 2023,CLAS,3381,01,15451,From Homer To Hollywood,Wright,David John,12,5,3,0,0,0,0,3.417
Fall 2024,MATH,4322,02,15451,Data Science and Machine Learn,Poliak,Cathy Dawn,91,6,1,0,0,0,1,3.875
Spring 2024,PHYS,4360,01,15451,Space and Atmospheric Physics,Bering,Edgar A,10,2,0,0,0,0,0,3.778
Summer 2024,SPEC,7395,1,15451,Diagnostician Practicum II,Hassett,Kristen Spring,0,0,0,0,0,2,0,
Fall 2023,NUTR,6311,1,15452,Capstone I,Haubrick,Kevin,3,0,0,0,0,0,0,3.890
Fall 2024,PHYS,4340,03,15452,Research Methods,Ekeoba,Jacqueline Njideka,7,0,0,0,0,0,0,3.859
Spring 2023,POLC,6315,1,15452,Pol Res II: Mult Analysis,Vallejo,Agustin,12,1,0,0,0,0,0,3.822
Summer 2022,LAW,5297,1,15453,Selected Topics,Foteh,Samir Jabra,4,4,0,0,0,0,0,3.459
Summer 2024,MIS,3371,02,15453,Transaction Processing Sys I,Messinger,Jacob Nelson,6,3,0,0,0,0,0,3.703
Spring 2023,POLC,6317,1,15453,Public Policy Capstone,Buttorff,Gail J,22,0,0,0,0,0,0,3.910
Fall 2023,ECON,3332,5,15454,Intermediate Microeconomics,Kim,Jeonghyeok,10,17,12,4,2,0,5,2.578
Fall 2024,MECT,1364,30,15454,Materials & Processes,Afrin,Samia,11,10,2,3,1,0,0,2.976
Summer 2024,MIS,4397,03,15454,Selected Topics in MIS,Messinger,Jacob Nelson,3,1,0,0,0,0,0,3.668
Spring 2023,POLC,6320,1,15454,Pol Analysis II: Pol Analysis,Pinto,Pablo M,8,4,0,0,0,0,0,3.529
Summer 2022,LAW,5341,1,15455,Disabilities and the Law,Roberts,Jessica,2,4,0,0,0,2,0,3.388
Spring 2023,POLC,6330,1,15455,Philosophy and Public Policy I,Luttrell,Johanna,16,1,1,0,1,0,0,3.579
Summer 2022,LAW,5397,1,15456,Selected Topics,Barks,Justen S,0,1,0,0,0,0,0,3.330
Fall 2024,MUSA,3402,1,15456,Applied Composition,Maroney,Marcus K,1,0,0,0,0,0,0,3.670
Spring 2023,POLC,6391,1,15456,Public Policy Internship,Bronk,Robert C,4,0,0,0,0,0,0,4.000
Spring 2023,BIOL,6356,01,15457,Medical Ethics,Determeyer,Peggy Lee,20,0,0,0,0,0,0,3.984
Spring 2024,ELCS,8399,04,15457,Doctoral Dissertation,Butcher,Keith,0,0,0,0,0,0,0,
Fall 2023,PHAR,5325,1,15457,Literature Evaluation,Hatfield,Catherine L,42,45,22,0,1,0,0,3.155
Fall 2023,PHAR,5224,1,15458,Integrated Renal Module,Marwaha,Aditi,36,48,26,1,0,0,0,3.072
Spring 2023,POLS,4365,01,15458,National Defense Policy,Vardy,Ronald V,19,8,4,3,4,0,2,2.817
Spring 2024,ELCS,8699,04,15459,Doctoral Dissertation,McKinney,Lonnie Lyle,1,0,0,0,0,1,0,4.000
Fall 2023,PHAR,5225,1,15459,Integrated GI Module,Udugamasooriya,Damith Gomika,20,62,28,1,0,0,0,2.910
Spring 2023,TLIM,3300,01,15459,Leadership & Innovation Fund,Evans,Gerald S,30,3,2,0,0,0,0,3.715
Spring 2024,ELCS,8331,01,15460,Finance in Higher Education,Louis,Dave A,4,1,0,0,0,0,0,3.800
Fall 2024,MUSA,2340,01,15460,Applied Trumpet,Hughes,Mark Alan,1,0,0,0,0,0,0,4.000
Fall 2023,PHAR,5226,1,15460,Integrated Respiratory Module,Eriksen,Jason,43,43,22,1,0,0,0,3.174
Spring 2024,MATH,3338,02,15461,Probability,Fu,Wenjiang,11,16,3,2,1,0,8,3.050
Fall 2023,PHAR,5111,1,15461,Leadership and IPE,Varkey,Divya A,106,4,0,0,0,0,0,3.964
Fall 2024,CHEM,8998,30,15462,Doctoral Research,Lubchenko,Vassiliy,0,0,0,0,0,1,0,
Spring 2024,MATH,6359,02,15462,Appl. Stat. & Mult. Analysis,Poliak,Cathy Dawn,6,0,0,0,0,0,0,3.945
Fall 2023,PHAR,5195,1,15462,Pharmacy Skills Program III,Davis,Shantera Rayford,52,11,0,0,1,0,0,3.766
Spring 2023,TLIM,3340,4,15462,Org Leadership & Supervision,Evans,Gerald S,278,24,2,1,0,0,2,3.843
Fall 2023,PHAR,5158,1,15463,Module Related Skills Lab I,Davis,Shantera Rayford,54,8,1,1,0,0,0,3.797
Spring 2024,PHLS,7393,03,15463,Internship and Practicum,Hassett,Kristen Spring,5,0,0,0,0,0,0,4.000
Spring 2023,TLIM,3345,30,15464,Human Resources in Technology,Evans,Ruth Ann,23,29,15,5,0,0,1,2.972
Fall 2023,ECE,6382,01,15465,Engineering Analysis I,Jackson,David R,4,0,0,0,0,0,0,4.000
Spring 2023,TLIM,3355,1,15465,Project Management Principles,Moore,George P,45,20,6,0,4,0,2,3.276
Fall 2022,COSC,4351,01,15466,Fundamentals of Software Engr,Singh,Raj Kumar,94,1,1,0,0,0,1,3.948
Fall 2023,ECE,6377,01,15466,Power Systems Analysis,Yellajosula,Jaya Raghavendra Arun Kumar,19,5,0,0,0,0,1,3.778
Spring 2023,TLIM,3363,33,15466,Technical Communications,Piercy,Penelope Junker,21,8,6,2,2,0,1,3.086
Summer 2022,CNST,3265,1,15467,Construction Layout & Site Dvp,Lupher,Jacob John,17,11,1,0,0,0,0,3.495
Fall 2023,ECE,5377,01,15467,Power System Analysis,Yellajosula,Jaya Raghavendra Arun Kumar,17,6,0,0,0,0,0,3.696
Spring 2024,PSYC,4311,01,15467,Close Relationships,Derrick,Jaye L,38,10,1,0,0,0,0,3.620
Spring 2023,TLIM,3363,34,15467,Technical Communications,Piercy,Penelope Junker,25,9,3,2,0,0,1,3.377
Spring 2024,ENGI,1331,09,15468,Computing for Engineers,Burleson,Daniel W,22,19,6,0,2,0,5,3.218
Fall 2023,GHL,1367,1,15468,Lodging Management,Cheatham,Cathy A,29,10,7,0,3,0,0,3.272
Spring 2023,TLIM,3363,35,15468,Technical Communications,Tangeman,Anthony C,15,17,3,1,2,0,1,3.097
Fall 2022,BIOL,6320,01,15469,Molecular Biology,Chung,Sanghyuk,1,0,0,0,0,0,0,3.670
Summer 2022,CNST,4381,1,15469,Reinforced Conc & Bldg Codes,Elzafraney,Mohamed,10,0,0,0,0,0,0,3.835
Spring 2024,ENGI,1331,10,15469,Computing for Engineers,Luna Singh,Jennifer Austin,7,3,3,0,0,0,2,3.409
Fall 2023,GHL,1367,2,15469,Lodging Management,Theis,Iuliana,18,10,8,2,0,0,0,3.080
Summer 2024,HRD,3346,01,15469,Performance Assessment & Eval,Norman,Joanna,17,3,0,0,0,0,1,3.735
Spring 2023,TLIM,3363,36,15469,Technical Communications,Piercy,Penelope Junker,16,15,3,1,1,0,4,3.231
Spring 2024,ARLD,6315,01,15470,PR & Marketing for Arts,Luks Jacobs,Joel,9,0,0,0,0,0,0,4.000
Fall 2024,COSC,6398,109,15470,Special Problems,Gnawali,Omprakash D,0,0,0,0,0,1,0,
Fall 2023,ECE,6342,01,15470,Digital Signal Process,Hebert,Thomas James,6,10,1,0,0,0,6,3.294
Summer 2024,LAW,5200,1,15470,Depositions,Daw,Willie,7,9,0,0,0,0,1,3.376
Spring 2023,TLIM,3363,30,15470,Technical Communications,Tangeman,Anthony C,16,16,5,0,2,0,1,3.179
Summer 2022,MATH,1314,03,15471,College Algebra,Caputo,Matthew G,7,4,3,1,2,0,3,2.765
Spring 2023,TLIM,3363,32,15471,Technical Communications,Tangeman,Anthony C,13,16,7,3,1,0,1,2.999
Fall 2022,CHEM,6498,34,15472,Special Problems,Wu,Judy,0,0,0,0,0,1,0,
Fall 2023,DRAM,1310,10,15472,Introduction to Theatre,Hinkel,Heidi Anne,454,71,13,4,3,0,1,3.748
Spring 2024,HIST,1302,03,15472,The U.S. Since 1877,Amaral,Lindsay Nicole,165,74,26,9,25,0,25,3.115
Summer 2024,SOCW,7184,1,15472,SW Clinical Practicum 1,Gonzales,Shelley A,0,0,0,0,0,17,0,
Spring 2023,TLIM,3365,30,15472,Team Leadership,Feriante,Chris,31,7,0,0,2,0,0,3.658
Fall 2022,HON,4399,01,15473,Senior Honors Thesis,Kapral,Andrew J,1,0,0,0,0,0,0,4.000
Summer 2022,MATH,1332,01,15473,Elem Mathematical Modeling,Hafeez,Shahinda,4,9,3,2,3,0,5,2.413
Spring 2024,PHAR,5662,02,15473,Academic Scholarship,Surati,Dhara Divyang,2,0,0,0,0,0,0,4.000
Summer 2024,SOCW,7188,1,15473,Social Work Macro Practicum 1,Gonzales,Shelley A,0,0,0,0,0,5,0,
Fall 2023,THEA,6310,01,15473,CAD II for Theatre Design,Vlahos,Kalliope,1,0,0,0,0,0,0,4.000
Spring 2023,TLIM,4341,30,15473,Production & Service Operation,Cao,Shun,20,6,5,0,0,0,1,3.463
Summer 2024,COMM,3303,1,15474,Health Literacy,Xiao,Zhiwen,17,1,0,0,0,0,0,3.944
Summer 2022,MARK,4332,01,15474,Social Media Marketing,Noriega,Jaime L,27,13,4,4,0,0,3,3.278
Spring 2024,PHAR,5662,05,15474,Academic Scholarship,Trivedi,Meghana,2,0,0,0,0,0,0,4.000
Fall 2023,THEA,6353,01,15474,"Scenic, Cost,& Light Design I",Willson,Paige A,3,0,0,0,0,0,0,4.000
Spring 2023,TLIM,4341,32,15474,Production & Service Operation,Cao,Shun,19,6,1,0,4,0,0,3.189
Summer 2022,CLAS,3345,01,15475,Myth&Performance in Greek Trag,Houlihan,James W,16,6,0,1,0,0,0,3.580
Summer 2024,COMM,4331,1,15475,Persuasion,Huang,Yan,16,4,1,1,0,0,0,3.576
Fall 2024,COSC,6398,114,15475,Special Problems,Kakadiaris,Ioannis A,0,0,0,0,0,3,0,
Fall 2023,MUSI,4298,02,15475,Special Problems in Pedagogy,Van Kekerix,Todd Evan,3,0,1,0,0,0,0,3.583
Spring 2023,TLIM,4341,31,15475,Production & Service Operation,Chance,Michael Dean,12,18,1,0,1,0,0,3.229
Summer 2022,CLAS,3345,02,15476,Myth&Performance in Greek Trag,Houlihan,James W,14,8,0,0,0,0,0,3.651
Summer 2024,COMM,4378,1,15476,Social Impact of Info Tech,Ashley,Laura B,14,2,0,0,0,0,0,3.875
Spring 2024,ENGL,3318,1,15476,The British Novel Since 1832,Chatterjee,Sreya,11,4,0,0,0,0,1,3.623
Fall 2023,PHAR,5158,2,15476,Module Related Skills Lab I,Davis,Shantera Rayford,31,15,0,0,0,0,0,3.674
Spring 2023,TLIM,4341,2,15476,Production & Service Operation,Chance,Michael Dean,24,16,1,0,1,0,0,3.405
Summer 2022,MATH,2318,01,15477,Linear Algebra,Perepelitsa,Mikhail Antolyevic,8,4,3,2,0,0,1,3.078
Fall 2023,PHAR,5195,2,15477,Pharmacy Skills Program III,Davis,Shantera Rayford,38,8,0,0,0,0,0,3.826
Spring 2024,ENGL,4319,1,15478,English in Secondary Schools,Wingard,Jennifer L,25,3,0,0,1,0,0,3.724
Spring 2023,TLIM,4342,2,15478,Quality Improvement Methods,O'Kelley,Donna K,16,30,7,2,1,0,1,3.048
Fall 2023,MUSA,2340,03,15479,Applied Trumpet,Vassallo,Jim Cates,1,0,0,0,0,0,0,4.000
Spring 2023,TLIM,4342,31,15479,Quality Improvement Methods,Chance,Michael Dean,30,21,4,0,1,0,1,3.375
Spring 2024,ENGL,4394,1,15480,The Historical Novel,Zamora,Lois,7,6,6,1,2,0,1,2.562
Summer 2024,HIST,1301,1,15480,The U.S. to 1877,Johnson,Michele R,80,40,30,17,22,0,12,2.735
Fall 2023,MUSA,3446,01,15480,Applied Tuba,Barton,Mark,1,0,0,0,0,0,0,4.000
Spring 2023,TLIM,4342,30,15480,Quality Improvement Methods,Chance,Michael Dean,32,15,6,1,2,0,1,3.239
Spring 2024,CUIN,4304,01,15481,La/Read Meth in Span,Burgess,Miguel,10,0,0,0,0,0,0,4.000
Fall 2023,ENGL,8699,1,15481,Doctoral Dissertation,Wingard,Jennifer L,0,0,0,0,0,2,0,
Spring 2023,TLIM,4350,30,15481,Occup Safety & Envir Health,Freedkin,Aaron Samuel,24,10,4,0,1,0,0,3.360
Fall 2023,ENGL,8399,1,15482,Doctoral Dissertation,Wingard,Jennifer L,0,0,0,0,0,3,0,
Spring 2024,MARK,4379,02,15482,Personal Branding,Muschalik,Monica Harper,22,4,0,0,0,0,0,3.846
Spring 2023,TLIM,4371,31,15482,Leading Change in the Wrkplace,Burns,Maria,42,3,2,1,1,0,0,3.714
Spring 2024,MANA,6A32,04,15483,Organizational Behavior & Mgt,Krylova,Ksenia O,17,5,0,0,1,0,0,3.594
Fall 2023,MECE,6345,01,15483,Fluid Dynamics 1,Yang,Di,11,12,4,0,0,0,3,3.186
Spring 2024,COSC,6384,01,15484,Real-Time Systems,Cheng,Albert M K,3,2,0,0,0,0,4,3.534
Summer 2024,HIST,2368,1,15484,Intro to African Studies,Klieman,Kairn,17,9,3,1,0,0,2,3.301
Fall 2023,MUSI,8399,01,15484,Doctoral Document,Maroney,Marcus K,0,0,0,0,0,1,0,
Fall 2022,SOCW,8395,04,15484,Pre-Dissertation Research,Gearing,Robin Edward,0,0,0,0,0,2,0,
Spring 2023,TLIM,4372,1,15484,Proposal and Project Writing,Thomas,Jamie M,5,9,4,1,4,0,1,2.377
Fall 2022,CHEM,6498,35,15485,Special Problems,Miljanic,Ognjen S,0,0,0,0,0,1,0,
Spring 2024,COSC,6372,01,15485,Computer Graphics,Deng,Zhigang,4,0,0,0,0,0,1,4.000
Fall 2024,COSC,6398,124,15485,Special Problems,Shah,Shishir,0,0,0,0,0,1,0,
Fall 2023,ENGL,7399,1,15485,Essay,Voskuil,Lynn M,1,0,0,0,0,0,0,4.000
Spring 2023,TLIM,4390,30,15485,Current Issues Ldshp & Innov,Mehring,Brian George,12,15,5,0,2,0,0,3.039
Fall 2022,ARTS,4398,02,15486,Independent Study,Frankfort,Dana M,1,0,0,0,0,0,0,4.000
Fall 2024,COSC,6398,125,15486,Special Problems,Shi,Weidong,0,0,0,0,0,2,0,
Fall 2023,GHL,6291,1,15486,Project Implementation,Ramirez,Arlene D,0,0,0,0,0,11,0,
Spring 2023,INDE,4364,01,15486,Big Data and Analytics,Lin PhD,Ying,16,19,1,0,0,0,0,3.444
Summer 2022,SCLT,3375,30,15486,Maritime Operations,Chopra,Anuj,2,2,3,0,0,0,0,2.857
Fall 2022,ARTS,4398,03,15487,Independent Study,Parazette,Aaron,1,0,0,0,0,0,0,4.000
Spring 2023,POLS,3385,01,15487,Introduction to Law,Jackson,Jerald W,16,16,12,0,0,0,1,3.016
Fall 2023,GHL,6348,1,15488,Beer Appreciation,Corsi,Aaron James,3,0,0,0,0,0,0,3.780
Spring 2024,MATH,1342,02,15488,Elementary Statistical Methods,Chern,Haley Nicole,62,132,112,28,26,0,58,2.456
Spring 2023,PSYC,2317,05,15488,Intro to Psychology Statistics,Pierce,Jace D,18,10,7,1,2,0,2,3.088
Spring 2024,ELED,3322,05,15489,Elem Reading Phonics Instructn,Alba,Celeste,26,1,0,0,0,0,0,3.926
Spring 2023,PSYC,2305,12,15489,Intro to Methods in Psychology,Jewell,Rebecca D,7,30,20,5,6,0,12,2.383
Fall 2022,PSYC,6356,01,15489,Clinical Assessment I,Cirino,Paul,11,5,0,0,0,0,0,3.688
Summer 2022,SCLT,4375,30,15489,Global Supply Chain,Velarde,Jose Manuel,18,6,12,0,3,0,0,2.872
Fall 2023,ENGL,7398,1,15490,Special Problems,Davies,Daniel,1,0,0,0,0,0,0,4.000
Spring 2024,MANA,7356,02,15490,Inclusive Leadership,Fernandez,Alejandro,12,0,0,0,0,0,0,4.000
Fall 2023,ECE,3331,02,15491,Program Appl in Elec Comp Engr,Hebert,Thomas James,16,14,22,7,1,0,11,2.694
Spring 2023,LAW,6235,1,15491,Juvenile Representation,Cepeda Hendrickson,Grecia,1,0,0,0,0,3,0,4.000
Spring 2024,MANA,7334,01,15491,Learning Sys &Mgmt Development,Bozeman,Dennis,3,5,3,1,0,0,1,2.916
Spring 2023,BIOL,3301,50,15492,Mendelian and Pop Genetics,Farmer,Lisa M,6,3,2,0,0,0,0,3.394
Spring 2024,BUSI,2305,01,15492,Business Statistics,Patterson,Staci A,132,144,100,88,26,0,82,2.485
Spring 2023,BIOL,1307,51,15493,Biology for Science Majors II,Hanke,Marc H,5,5,0,0,0,0,0,3.500
Spring 2024,BUSI,2305,02,15493,Business Statistics,Patterson,Staci A,142,104,114,82,20,0,110,2.554
Fall 2024,COSC,8398,101,15493,Doctoral Research,Alipour,Mohammad Amin,0,0,0,0,0,1,0,
Summer 2022,ELCS,8330,02,15493,Statistical Analyses,Pettersson Cobb,Jennifer,1,7,2,0,0,0,0,2.834
Fall 2023,ARTS,4398,04,15494,Independent Study,Molina,Lorena Guadalupe,1,0,0,0,0,0,0,4.000
Fall 2022,MUSA,4410,03,15494,Applied Piano,Morgulis,Tali,3,0,0,0,0,0,0,3.780
Spring 2023,POLS,3349,01,15494,American Political Thought,Koganzon,Rita,9,24,4,4,1,0,3,2.826
Fall 2024,COSC,8398,103,15495,Doctoral Research,Cheng,Albert M K,0,0,0,0,0,2,0,
